UserId,ItemId,CategoryId,Clicked,Purchased,Relevance,Novelty,Pur_diversity,Rec_diversity,Unexpectedness,Serendipity,Timeliness,User satisfaction,Purchase intention,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
18587,990310,1871,0,0,1,1,4,5,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,5,1,1,4,4,4,4
12748,5550523,7,0,0,3,1,5,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1
2707,2876393,1254,0,0,1,1,5,5,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,2,3,3,4,4,5,3,4,4
14068,8254755,2409,0,0,1,1,2,5,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,3,3,3,3,3,2,2,1,1,1
9989,11219424,1910,0,0,2,1,3,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,2,1,6,3,3,1,7,3,6
21553,12806764,1761,0,0,2,4,4,2,4,3,2,3,1,1,1,2,1,2,1,1,1,1,1,2,1,2,7,2,7,7,7,7,7
19166,13797131,8903,0,0,2,4,2,4,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,6,6,1,7,7,7,7,7
16530,8814821,2120,0,0,4,2,4,2,3,1,2,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,5,1,1,7,6,3,6
22506,287892,9113,0,0,1,1,3,5,3,1,1,3,1,1,1,1,1,1,2,2,1,1,1,4,4,5,5,4,6,6,6,2,7
21405,11593374,2042,0,0,2,2,4,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,6,5,3,5,7,7,3,3,6
10592,11911553,368,0,0,2,2,3,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,5,5,5,1,1,1,5,1,5,6
20990,12324215,2786,0,0,4,4,4,3,4,3,4,3,3,1,1,1,1,2,1,1,1,2,1,2,1,5,5,5,5,5,3,5,2
16357,6347649,7741,0,0,1,5,5,3,4,4,1,1,1,1,1,1,1,2,1,1,1,2,2,4,4,4,4,4,7,7,4,1,5
24728,6570788,8977,0,0,1,3,5,3,5,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,7,3,3,7,7,3,7,2
14342,5171320,9931,0,0,1,2,5,5,5,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,7,1
14812,4199212,9928,0,0,2,4,3,3,5,2,1,3,1,2,1,1,1,1,2,1,1,2,1,2,2,6,5,6,7,6,2,5,7
3533,1663336,9505,0,0,1,4,4,5,5,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
4670,1355248,2523,0,0,1,1,3,5,2,1,1,3,1,1,1,1,2,2,1,1,1,2,1,3,1,3,2,2,3,7,5,2,3
19949,1519541,2531,0,0,4,2,3,4,1,1,4,3,4,1,1,1,2,3,1,1,1,1,1,3,5,7,2,1,5,6,4,3,6
20218,2248794,2519,0,0,1,2,2,4,2,1,1,1,1,2,1,1,1,1,3,1,1,1,1,2,2,2,7,2,3,3,7,3,7
10241,8018099,2441,0,0,4,1,1,2,1,4,4,4,4,1,1,2,2,2,1,1,1,1,1,6,2,6,2,5,1,6,2,5,2
20519,13588725,564,0,0,1,1,5,5,5,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,6,5,4,5,5,1,4,5
7179,11428415,80,0,0,1,1,5,4,5,1,1,2,1,2,1,1,1,1,3,1,1,1,1,3,3,4,5,4,6,7,7,4,1
8340,4190568,3299,0,0,4,4,4,1,3,3,2,3,4,3,1,1,2,1,1,1,1,1,1,3,1,4,1,6,3,7,7,7,4
25502,692368,1421,0,0,4,1,4,2,1,1,4,3,4,3,1,2,1,1,1,1,1,1,1,1,2,7,6,6,7,7,1,6,7
24004,14052149,6023,0,0,1,1,5,5,5,1,1,1,1,1,2,1,2,1,1,1,1,2,1,6,4,1,7,5,4,7,4,4,5
20342,12836730,7081,0,0,4,2,4,4,1,2,1,4,1,1,1,2,1,1,1,1,3,1,1,1,5,6,1,4,5,5,2,7,6
23444,549656,2199,0,0,3,5,3,3,5,3,1,3,4,1,1,1,1,3,1,1,1,2,1,5,4,3,3,4,3,5,5,5,5
13888,2061466,2481,0,0,1,2,5,3,5,1,1,1,1,2,2,1,1,1,2,1,1,1,1,3,2,2,5,5,4,5,4,4,4
25232,747295,220,0,0,5,5,5,5,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,5,7,6
13476,9988793,1208,0,0,1,1,5,3,5,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,5,1,6,7,5,1,6,3
6419,10105589,2556,0,0,4,4,4,2,3,4,3,4,4,1,1,2,2,2,1,1,1,1,1,2,2,6,6,3,6,6,3,6,4
7717,14307501,1584,0,0,1,1,4,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,6,1,5,5,6,2,6
14726,14208573,1877,0,0,3,4,4,1,3,3,3,3,3,2,3,1,1,1,1,1,1,1,1,1,4,4,7,3,7,5,5,5,5
7665,9957087,1277,0,0,1,1,4,2,1,1,1,3,1,3,1,1,1,2,1,1,1,1,1,5,3,1,7,5,2,7,7,2,5
22864,9354910,92,0,0,4,4,3,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,2,1,7,1,7,7,7,2,7
17942,4366837,90,0,0,2,4,4,4,4,2,4,3,2,1,1,2,2,1,1,1,1,2,1,2,6,6,6,6,7,7,6,5,5
16400,9724597,1917,0,0,4,2,1,3,4,4,4,4,4,2,2,1,2,1,1,1,1,1,1,1,1,1,7,1,7,7,7,7,7
4898,10305715,1587,0,0,2,4,4,2,1,1,1,3,2,1,1,3,2,1,1,1,1,1,1,7,7,7,1,7,7,7,7,7,7
17937,13857393,93,0,0,4,1,1,2,2,1,4,3,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,7,5,5,6,5
3124,14081604,89,0,0,1,1,5,5,5,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,1,1,1,1,5,4,4,3,3
3405,12334010,2554,0,0,1,5,5,5,5,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,4,5,5,1,7,6,1,5,4
14785,12321856,2554,0,0,2,1,5,5,1,1,1,3,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,5,1,2,1
7893,12340275,1583,1,0,2,4,5,3,2,4,3,3,4,2,2,2,1,1,1,1,1,1,1,1,2,7,5,6,7,2,7,6,6
22658,14146781,97,0,0,1,3,4,3,3,2,1,3,1,2,2,1,1,2,1,1,1,1,1,1,1,3,7,1,7,7,4,7,7
10010,5742934,9,0,0,4,4,4,2,1,1,2,3,2,1,1,2,1,2,1,1,2,1,1,1,1,6,5,1,6,6,6,6,6
14863,9237332,2038,0,0,2,2,5,3,2,2,2,3,1,1,2,1,1,3,1,1,1,1,1,1,1,7,6,4,7,7,6,5,6
4472,1469681,3598,0,0,5,1,4,1,4,5,5,5,5,3,1,1,2,1,1,1,1,1,1,3,3,6,6,6,3,7,7,6,6
8912,282421,2993,0,0,1,1,4,2,1,2,4,4,4,2,3,1,1,1,1,1,1,1,1,3,6,5,7,2,7,6,3,1,5
4482,11199812,1870,0,0,3,1,3,4,3,1,1,1,1,1,2,1,1,2,2,1,1,1,1,5,5,4,1,1,1,7,6,6,6
22760,6821584,8770,0,0,1,1,1,3,1,2,1,2,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,3,1,1,1,2
15915,12036097,36,0,0,4,1,3,4,1,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,5,1,7,1,2,3,4,3,2
14003,6740459,1901,0,0,4,4,5,3,2,1,3,3,1,2,1,1,2,2,1,1,1,1,1,2,2,2,5,3,7,7,3,7,7
15633,13390163,1910,0,0,2,2,1,5,1,1,2,3,2,2,2,1,1,1,1,1,1,1,2,4,3,1,2,1,1,1,1,2,1
4820,12158996,1796,0,0,5,4,4,2,3,2,3,3,4,1,1,1,2,2,2,1,1,1,1,6,3,7,2,1,1,7,1,4,4
9320,3324052,1807,0,0,3,2,4,3,5,2,3,3,2,3,2,1,1,1,1,1,1,1,1,5,2,7,6,4,3,7,6,2,4
13969,4111279,8204,0,0,1,1,1,5,5,1,1,3,1,3,2,1,1,1,1,1,1,1,1,5,1,7,3,1,3,7,7,5,2
16690,4365996,8366,0,0,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,2,5,6,1,3,6,5,1,6,2
10824,36497,2022,0,0,1,1,1,5,3,1,1,1,1,2,1,1,1,2,2,1,1,1,1,3,3,1,6,3,6,7,7,2,6
12844,10954297,2907,0,0,1,2,4,4,2,2,2,4,1,3,1,1,1,2,1,1,1,1,1,1,2,5,2,4,6,7,3,5,5
24640,11344402,2792,0,0,3,4,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,7,1,1,1,7,1,7
2193,7713739,2795,0,0,1,1,1,5,5,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,5,3,2,5,1,4,3,6,2
6785,1540085,2187,0,0,4,4,3,4,4,2,4,4,2,2,1,2,1,1,3,1,1,1,1,3,3,5,3,6,2,6,3,5,3
6065,445272,7403,0,0,1,1,1,1,5,5,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,7,7,2,7,4,4,4,1
15622,1295537,2519,0,0,2,2,3,5,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,6,6,6,4,5,2,2
19012,685208,2525,0,0,1,1,3,5,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,4,1,4,5,5,7,7,7,6,6
9928,1673120,1793,0,0,4,4,3,3,3,3,3,3,4,2,1,1,1,2,1,1,1,2,2,5,3,5,5,4,5,5,5,3,3
10638,817721,2447,0,0,1,1,5,5,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,4,1,7,1,7,7,1,3
12577,2034812,2450,0,0,4,2,4,4,5,5,1,3,3,2,2,1,1,3,1,1,1,1,1,2,2,6,6,5,5,6,2,5,6
4306,258512,1686,0,0,3,3,3,3,3,3,3,3,1,3,1,1,1,1,1,1,1,1,3,3,3,3,7,1,5,6,7,1,6
6829,1271091,2458,0,0,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,7,1,7,1,4,1,5,5,2,2
38,1680242,1208,0,0,4,2,5,4,4,2,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,3,5,2,5,6,4,3,3
23321,7683989,1571,0,0,4,3,3,4,2,2,1,3,4,3,1,1,2,2,1,1,1,1,1,2,1,5,7,7,7,7,3,3,5
8177,13253492,1877,0,0,1,1,1,4,1,1,1,3,3,2,1,1,2,3,1,1,1,1,1,1,1,2,1,1,2,6,3,6,6
9674,13255835,1877,0,0,5,4,4,4,1,5,5,5,5,1,1,1,1,4,2,1,1,1,1,3,5,1,7,1,3,1,7,1,1
19319,9016818,1877,0,0,1,1,2,5,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,4,4,4,7,4,4,4,4,3,5
17705,12528345,1277,0,0,2,1,2,4,1,1,1,2,3,2,1,2,1,3,1,1,1,1,1,3,5,5,5,3,6,6,6,2,4
4009,13576185,92,0,0,1,1,4,5,3,1,2,3,1,2,3,2,1,1,1,1,1,1,1,2,1,6,5,4,4,5,1,3,3
22399,3656154,92,0,0,1,1,5,5,3,1,1,1,1,2,1,2,1,3,1,1,1,1,1,5,6,7,6,2,6,6,1,6,1
18917,9557924,90,0,0,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,7,1,7,1,7,7,7,1,7
14547,13588329,1582,0,0,4,4,2,4,4,1,4,3,1,2,1,2,1,2,1,1,1,1,2,5,5,7,1,6,7,7,5,5,3
1374,12593499,1917,0,0,4,4,4,1,4,4,5,4,3,2,2,2,1,2,1,1,1,1,1,3,1,5,3,6,6,6,3,6,3
23111,7375263,1917,0,0,1,3,5,2,1,1,1,3,1,2,3,1,1,1,2,1,1,1,1,5,4,4,7,2,3,6,5,3,4
19448,13676696,1586,0,0,1,3,3,3,1,1,3,3,1,1,2,2,2,1,1,2,1,1,1,2,1,4,4,4,4,7,4,5,4
22844,6115096,1586,0,0,1,1,3,3,4,1,1,2,1,3,3,1,1,1,1,1,1,1,1,1,2,5,3,1,1,5,5,5,6
10223,11809915,1587,0,0,2,2,4,4,2,2,2,3,2,2,1,1,1,2,2,1,1,1,2,6,3,5,5,5,3,5,5,3,2
21978,9540012,93,0,0,2,4,3,3,2,1,1,3,1,2,2,2,1,2,1,1,1,1,1,4,1,1,1,1,1,5,5,4,5
2753,11457472,89,0,0,2,2,4,4,1,1,2,2,1,1,1,3,1,3,1,1,1,1,1,1,2,5,5,2,5,6,3,6,7
6162,9134983,89,0,0,1,1,2,4,1,1,1,2,1,2,1,1,1,1,1,1,1,2,3,2,2,2,3,5,3,4,6,5,4
6597,13147896,89,0,0,2,2,4,3,4,3,2,3,3,2,1,2,1,3,1,1,1,1,1,5,4,6,4,4,4,6,1,6,4
20715,13397662,89,0,0,4,2,4,3,2,2,3,3,2,2,3,1,1,1,1,1,1,1,2,2,2,2,5,2,5,5,5,5,5
3519,12934118,2554,0,0,2,1,3,1,1,1,2,3,1,3,1,1,1,3,1,1,1,1,1,2,6,7,5,1,1,7,3,3,5
9234,12239875,2554,0,0,4,4,1,5,2,1,4,3,3,2,1,2,3,1,1,1,1,1,1,6,5,6,6,2,5,7,3,2,3
13998,13922280,9501,0,0,1,4,1,3,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,3,3,1,6,7,3,5,1
19350,11975864,9501,0,0,1,4,1,1,5,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,6,1,7,1,7,7,7,2,7
7579,14117704,537,0,0,1,3,3,5,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,3,7,5,5,7,5,7,7,7
21819,14194021,8,0,0,2,2,2,5,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,5,4,5,4,5,7,7,3,6,6
5792,14180806,8,0,0,2,2,4,4,2,1,1,3,1,2,1,2,1,2,1,1,1,1,2,3,3,6,5,6,2,7,1,3,1
9504,11195593,8,0,0,5,5,4,4,4,5,5,5,5,5,1,1,1,1,1,1,1,1,1,3,6,6,5,2,6,6,2,3,6
5796,14101782,310,0,0,1,1,5,3,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,3,1,6,6,4,5,7,7,3,3
10732,10177256,2038,0,0,2,3,2,2,1,1,1,3,1,1,1,2,1,3,2,1,1,1,1,5,2,5,1,5,2,6,5,3,5
11221,11732340,2038,0,0,2,1,1,1,1,1,2,2,1,1,1,1,2,3,2,1,1,1,1,3,5,3,5,2,5,6,6,6,2
3202,13480045,2046,0,0,1,2,2,5,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,6,1,7,3,5,2,7,5,3,1
5604,2423309,6407,0,0,1,1,5,2,2,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,2,5,3,5,6,6,6,6
18421,835236,5811,0,0,5,4,3,2,1,1,2,4,1,3,1,1,2,2,1,1,1,1,1,1,5,3,6,5,7,7,4,4,4
24717,2074195,909,0,0,4,2,4,3,1,1,3,3,3,2,2,2,1,1,1,1,1,2,1,3,7,3,6,5,5,5,6,2,2
11288,2398625,5144,0,0,4,1,3,5,5,2,1,3,1,1,2,1,3,1,2,1,1,1,1,4,3,3,5,5,3,6,7,2,5
25329,14242490,8546,0,0,5,1,1,5,1,1,1,1,1,2,1,1,1,1,2,3,1,1,1,1,1,2,1,1,2,2,1,1,1
24912,7279912,7516,0,0,1,1,3,3,3,1,1,3,1,2,2,2,1,2,1,1,1,1,1,4,4,1,7,1,1,4,1,1,4
9905,535974,9708,0,0,4,4,4,4,4,2,3,2,1,2,2,1,1,2,1,1,1,2,1,1,1,5,7,5,7,5,2,3,7
24084,6670590,1955,0,0,5,5,3,1,5,5,5,3,4,2,2,1,1,2,1,1,1,1,2,4,4,1,7,5,4,4,7,4,4
24022,9253166,1956,0,0,4,4,1,1,1,4,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,6,4,6,6
16681,8100493,1910,0,0,1,1,5,3,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,7,7,1,7,4,7,1,7,7
22957,9312922,1761,0,0,2,1,2,4,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,3,5,5,7,3,7,7,5,5,7
7249,9154805,16,0,0,1,2,5,4,5,1,1,2,1,1,1,4,1,1,1,1,1,2,1,2,6,6,7,7,7,7,1,7,2
21366,2721498,1803,0,0,4,4,4,2,1,2,2,3,4,2,1,1,1,2,3,1,1,1,1,1,1,7,1,1,6,6,6,6,6
13917,6635280,2035,0,0,5,5,3,3,3,4,4,4,4,1,4,1,1,1,1,2,1,1,1,6,5,2,1,5,1,7,7,6,3
8692,3471664,2022,0,0,2,1,2,3,5,2,1,3,1,2,1,2,1,3,1,1,1,1,1,2,1,7,6,3,6,6,7,4,4
11202,9507165,1949,0,0,2,3,3,4,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,4,4,4,3,3
23017,2404392,2790,0,0,2,1,3,5,3,1,1,2,2,2,1,2,1,1,2,1,2,1,1,4,1,4,1,4,5,5,3,7,6
10295,540007,8431,0,0,1,1,4,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,3,2,6,3,5,3,6,5,5,3,6
118,6107538,797,0,0,4,4,1,3,1,4,4,4,3,2,1,2,2,2,1,2,1,1,1,6,1,7,6,3,5,6,3,3,2
2705,7972191,518,0,0,5,4,5,3,4,5,4,5,5,3,1,1,3,2,1,1,1,1,1,1,2,7,3,4,6,2,2,4,6
17172,4148068,917,0,1,4,2,4,1,1,2,5,3,4,2,2,1,1,1,1,1,2,3,1,4,3,4,6,5,7,7,7,1,1
18333,12049269,7379,0,0,2,5,3,1,5,5,1,3,1,1,1,2,1,1,5,1,1,1,1,1,7,7,7,2,7,7,7,7,7
19277,10424755,7377,0,0,2,3,2,5,1,1,5,3,4,1,2,3,1,1,2,1,2,1,1,7,5,5,1,5,1,4,3,5,1
15457,1586685,1802,0,0,3,2,3,3,4,2,4,3,3,1,2,1,2,3,2,1,1,1,1,1,1,1,1,1,5,5,5,5,5
25049,34847,2511,0,0,2,2,2,2,5,1,1,2,4,2,1,1,2,2,1,1,1,2,2,6,6,6,5,2,1,7,2,4,2
21041,14101411,1793,0,0,3,4,2,4,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,1,4,4,4,4,4,4
24723,1012793,1389,0,0,4,4,5,2,1,1,1,3,4,2,1,2,1,3,1,1,1,1,2,3,7,2,4,5,4,7,7,5,1
814,1970281,1463,0,0,3,3,3,3,3,3,3,3,1,2,1,1,2,4,1,1,1,1,1,5,5,7,5,6,5,7,1,3,2
8325,3423791,102,0,0,1,1,3,3,1,1,1,1,1,2,1,1,1,2,3,2,1,1,1,1,4,4,1,4,4,4,1,7,4
18676,978018,102,0,0,1,1,2,2,5,1,1,1,1,2,1,1,2,2,2,2,1,1,1,3,2,4,7,1,6,5,7,1,7
5672,12700881,80,0,0,2,2,4,5,1,1,1,3,1,3,2,1,1,2,1,1,1,2,1,1,1,6,3,4,5,5,5,6,5
9389,8247757,80,0,0,1,3,3,5,5,1,1,2,1,1,1,1,2,3,3,1,1,1,1,1,1,1,5,6,1,2,5,3,5
14407,13617791,80,0,0,5,4,5,2,3,4,3,4,3,1,2,1,3,3,1,1,1,1,1,6,1,6,1,4,6,6,3,7,4
13525,2775101,1150,0,0,1,4,5,5,5,1,1,3,1,2,2,2,1,2,2,1,1,1,1,1,4,2,6,5,7,6,5,5,6
1019,12294062,1934,0,0,3,1,2,4,1,1,1,1,2,1,1,3,2,1,1,1,3,1,1,4,3,5,5,5,5,5,5,1,3
10429,13311243,8880,0,0,2,2,3,4,4,2,2,3,1,1,2,2,2,2,2,1,1,1,1,2,7,4,5,3,6,6,6,5,6
18626,2441894,6023,0,0,1,1,4,5,4,1,1,3,3,1,1,1,5,2,1,1,1,1,1,4,4,5,5,3,2,7,7,2,4
22923,3366715,2201,0,0,3,1,3,1,1,1,1,5,3,5,2,1,1,1,1,1,1,1,1,7,7,1,7,1,1,7,1,4,4
14229,14083416,2488,0,0,4,4,4,3,4,3,4,3,3,2,2,1,2,3,1,1,1,1,1,3,4,4,5,4,4,6,5,4,4
3512,5145200,1208,0,0,1,1,5,3,5,1,3,1,1,3,2,2,1,2,1,1,1,1,1,1,1,7,2,2,3,7,2,5,4
10053,7705045,1571,0,0,5,5,1,2,4,5,5,4,5,1,1,2,3,3,1,1,1,1,1,7,7,6,6,6,5,5,5,3,6
9813,5851333,1572,0,0,5,4,4,3,4,4,4,3,3,1,1,3,1,2,1,2,1,2,1,2,1,5,3,1,7,7,5,6,6
